id,name,tel,employee_count,homepage_link,address,sales_amount,corporate_number
5387,Ｍ２ファーマシー株式会社,022-393-7265,103,http://www.m2-pharmacy.jp/,,,1370001017988
5388,プラクスエア工学株式会社,048-825-7894,103,http://www.praxairsurfacetech.jp/,,,7020001021540
5389,株式会社アコー,047-352-4761,103,http://www.acokk.co.jp/,,,7040001029193
5390,株式会社ケーシン,044-533-1235,103,http://ke-shin.com/,,,8020001070842
5391,株式会社シビル旭,025-381-7708,103,http://shibiru-asahi.jp,,,8110001006432
5392,株式会社テレビユー福島,024-531-5111,103,http://www.tuf.co.jp/,,,2380001000918
5393,株式会社ハイライト,0266-82-7060,103,http://www.highlight.co.jp/index.html,,,1100001018591
5394,株式会社宮城テレビ放送,022-236-3434,103,http://www.mmt-tv.co.jp/,,8872000000,9370001006546
5395,株式会社種村建設,025-779-2311,103,http://taneken.jp/,,,4110001026384
5396,株式会社青菱コミュニティ,0467-42-5595,103,http://www.seiryou-comm.co.jp/,,880000000,7021001009253
5397,株式会社全道警備センター,011-821-9444,103,http://www.zendokeibi.com/,,,2430001008856
5398,株式会社苫小牧民報社,0144-32-5311,103,https://www.tomamin.co.jp/,,4300000000,7430001053492
5399,株式会社内藤工業所,024-923-1800,103,http://kougyou.nk-g.co.jp/index.html,,,4380001006062
5400,環境未来株式会社,0263-88-3911,103,https://kankyomirai.co.jp/,,798950000,6100001014512
5401,丸運自動車工業株式会社,025-260-5115,103,http://www.marujiko.co.jp/,,,2110001005274
5402,古郡建設株式会社,048-573-3111,103,http://www.furugori.co.jp/,,,4030001086536
5403,甲府積水産業株式会社,055-241-4934,103,https://www.sekisui.co.jp/company/outline/group/kankyou/1230909_31923.html,,895470000,3090001002447
5404,根本建設株式会社,024-585-1153,103,,,3341000000,9380001002577
5405,三木パワーコントロール株式会社,0238-36-0138,103,https://www.mikipulley.co.jp/JP/Powercontrol/Index/index.html,,1794360000,1020001070270
5406,産愛運送株式会社,042-742-9022,103,,,1600000000,9021001012239
5407,鹿島ポリマー株式会社,0299-96-7261,103,http://www.k-polymer.co.jp/,,,6050001020607
5408,水谷商亊株式会社,042-755-1163,103,http://www.all-mizutani.jp,,,2021001014076
5409,仙山テクノクラフト株式会社,022-384-3145,103,,,,5370801000173
5410,相模フレッシュ株式会社,0467-79-4721,103,https://www.sagamifresh.com/%E3%83%9B%E3%83%BC%E3%83%A0/,,,9021001028202
5411,日進堂印刷株式会社,011-813-1757,103,http://www.vlink.ne.jp/nisshindo/index.html,,,3430001012725
5412,八戸中央青果株式会社,0178-28-8585,103,http://www.hachinohe-seika.co.jp/,,3939000000,4420001006446
5413,富士オイルサービス株式会社,022-362-8965,103,https://www.fuji-oil.com/,,,7370601000710
5414,富士精罐株式会社,029-828-0832,103,http://fuji-seikan.com/,,,1050001010174
5415,プロスタッフ株式会社,0280-81-3344,135,http://pro-staff.ne.jp/,,,5050001013801
5416,麻生フオームクリート株式会社,044-422-2061,103,https://www.asofoam.co.jp/,,,7020001068771
5417,有隣興業株式会社,0494-22-0210,103,http://www.yurin-kogyo.co.jp/,,2000000000,3030001090992
5418,鈴運メンテック株式会社,028-648-6241,103,http://www.suzuun.co.jp/,,,8060001002354
5419,アイグステック株式会社,0123-26-1083,102,http://www.aigs-tech.jp/index.html,,,2430001043936
5420,トヨタ小野グループサービス株式会社,0176-23-6231,102,https://www.t-onog.co.jp/,,,9420001011994
5421,株式会社ＩＲＥＡＦ,"",102,http://ireaf.jp/,,,6040001084966
5422,株式会社アイヴィック,019-638-5190,102,http://www.ivic.co.jp/index.html,,,8400001000001
5423,株式会社ウイン・コンサル,011-219-3150,102,https://w3.winc.co.jp/,,1020000000,4430001001859
5424,株式会社オガワ総業,048-755-2730,102,http://ogawasougyou.co.jp,,,6030001050861
5425,株式会社オキサイド,0551-26-0022,102,http://www.opt-oxide.com/,,1344000000,9090001011376
5426,株式会社コスモス,022-213-7651,102,https://www.cosmos-flw.co.jp/index.html,,,2011101028555
5427,株式会社スタンレー新潟製作所,025-362-7100,102,http://www.stanley.co.jp/niigata/,,1223000000,2110001007502
5428,株式会社テクノトランス,043-441-1921,102,http://tekuno-t.co.jp/index.html,,,8040001046881
5429,株式会社加藤商事,048-624-5335,102,http://www.katohshouji.co.jp/,,,9030001001969
5430,株式会社吉田製作所,0276-20-9011,102,http://yoshida-seisakusyo.co.jp/,,2700000000,4070001020318
5431,株式会社金原,045-371-0646,102,https://www.kimpara.co.jp/index.php,,5100000000,1020001009756
5432,株式会社群馬グリーン配送,0279-98-0521,102,http://www.gunma-green.co.jp,,,3070001023767
5433,株式会社新東京グループ,047-383-7001,102,http://www.mr-shintokyo.co.jp/,,,3040001077130
5434,株式会社二見,0465-23-3125,102,https://www.futami.net/index.html,,,5021001033131
5435,株式会社日専連旭川,0166-23-2000,102,http://www.nissenren-asahikawa.jp/,,5100000000,3450001006171
5436,岩澤建設株式会社,0284-70-3111,102,http://www.iwasawa.co.jp/,,,3060001018339
5437,厚木瓦斯株式会社,046-228-3211,102,https://www.atsugigas.co.jp/index.html,,,3021001019215
5438,細野運送株式会社,0466-25-3230,102,https://hosono.jbplt.jp/,,,6021001002060
5439,昭和運輸株式会社,0244-24-1521,102,,,,8380001015605
5440,清水工業株式会社,0256-38-0590,102,http://www.simizu-kk.com/index.html,,,8110001014872
5441,大成ファインケミカル株式会社,0479-64-2077,102,https://www.taisei-fc.co.jp/index.html,,3400000000,5040001061512
5442,大成工業株式会社,0584-68-2301,102,http://www.taisei-kogyo.jp/,,,9200001012189
5443,富士油圧精機株式会社,027-268-2631,102,http://www.fuji-y.co.jp/,,,7070001039082
5444,保線機器整備株式会社,048-997-2774,102,https://www.itake.co.jp/company/associated/,,,2030001036328
5445,ＫＹＢトロンデュール株式会社,0258-92-6903,101,http://www.trondule.co.jp/,,,1110001024201
5446,株式会社Ａ－スタイル,048-280-1441,101,http://a-style.ne.jp/,,6937000000,8030001079767
5447,株式会社ＦＳＫ,0246-27-1133,101,http://www.fsk-brain.co.jp/index.php,,,4380001013711
5448,株式会社エヌ・シィ・ティ,0258-33-0909,101,http://www.nct9.co.jp/,,1047000000,3110001022995
5449,株式会社ハローワーク,0197-47-4151,130,https://www.hello-work.co.jp/index.php,,,6402701000356
5450,株式会社オリバー,042-755-5655,101,http://www.oliver.to/company/group.html,,,2021001011610
5451,株式会社カトウプロ,048-466-6200,101,http://kato-pro.co.jp/,,,1030001046658
5452,株式会社ファースト,046-272-8680,101,https://www.fast-corp.co.jp/,,2790000000,5021001025814
5453,株式会社マツオ,0125-23-1919,101,http://corp.matsuo1956.jp/,,,3430001048711
5454,株式会社ミニミニ岐阜,058-275-3032,101,http://minimini.jp/corp/gifu/,,,3010401108628
5455,株式会社メイホーエンジニアリング,058-253-8811,101,http://www.meihoeng.co.jp,,9487000000,4200001014355
5456,株式会社ロジエンス北海道,0133-76-2266,101,,,,3430001062118
5457,株式会社愛工舎製作所,048-441-3366,101,http://www.aicohsha.co.jp/,,,1030001020860
5458,株式会社玉川組,0123-33-1133,101,https://www.tamagawagumi.co.jp/,,2000000000,9430001043707
5459,株式会社三浦組,022-372-5511,101,http://m-miuragumi.jp/,,,8370001001201
5460,株式会社情報技研,028-688-3322,101,https://www.jginc.co.jp/,,,6060001002257
5461,株式会社西友サービス,049-227-1450,101,,,,3030001055021
5462,株式会社第一経営相談所,048-650-0101,101,http://www.daiichi-keiei.com/,,153700000,7030001005121
5463,株式会社菱電社,025-264-1600,101,http://www.ryodensya.co.jp/,,7305038000,6110001005898
5464,岩村養鶏株式会社,0254-22-2269,101,http://www.iwamura-yokei.jp/index.php,,,2110001012485
5465,江東運送株式会社,047-495-3636,101,https://www.vuteq.co.jp/group/rogistic/koutou/,,,8010601001974
5466,三條物産株式会社,023-681-7101,101,http://www.sanjo-b.com/index.html,,,2390001000677
5467,山田電器工業株式会社,047-385-2111,101,http://www.ydkjpn.co.jp/,,6388430000,3040001037150
5468,新谷建設株式会社,0166-22-6166,101,http://www.shinya-gr.jp/index.html,,,2450001001529
5469,盛岡いすゞモーター株式会社,019-638-1011,101,http://www.morioka-isuzu.co.jp/,,,5400001001563
5470,足利電装株式会社,0284-40-2218,101,http://www.atpal.ne.jp/index.html,,,4060001018255
5471,大同運送株式会社,077-568-3345,101,http://www.daidoedi.com/,,,2050001018737
5472,中野建設コンサルタント株式会社,022-214-8414,101,https://www.nkconsul.co.jp/index.html,,,2370001009605
5473,日東化学産業株式会社,0466-23-5665,101,http://www.nittou-kk.co.jp,,,8021001004559
5474,日本無線硝子株式会社,049-264-4411,101,http://www.jrg.co.jp/index.html,,413000000,6030001055992
5475,白鳥アイチエレック株式会社,0575-82-4111,101,,,,5200001026408
5476,明正工業株式会社,043-268-3388,101,http://meiseikougyou.co.jp/,,,6040001007448
5477,有限会社コウユー工業,0276-57-4702,101,,,1803000000,7070002029116
5478,有限会社産直グループこだわり村,049-267-5730,101,https://kodawarimura.co.jp/,,,8030002073538
5479,ＩＰＦ株式会社,027-346-3311,100,http://www.ipf.co.jp/index.html,,,9070001006023
5480,ＴＯＴＯ北海道販売株式会社,011-221-2551,100,https://thh.jp.toto.com/,,600000000,2430001015019
5481,アーベストフーズ株式会社,0287-54-2957,100,http://www.a-food.co.jp/,,,4060001013149
5482,アリアンス株式会社,045-532-6563,100,http://www.alians.jp/index.php?FrontPage,,,8020001033353
5483,イガラシ綜業株式会社,0294-85-8100,100,http://www.igarashisogyo.com/,,,1050001022962
5484,ウィッシュ・ブレインズ株式会社,"",100,http://wishbrains.com/,,,7020001092978
5485,エーティー技研株式会社,0572-29-5560,100,http://www.at-giken.co.jp/,,,2200001020504
5486,キノエネ醤油株式会社,04-7125-2151,100,http://kinoene.com/,,,1040001071168
5487,さきがけ物流株式会社,0166-47-5610,100,http://sakigake-butsuryu.com/index.html,,4227460000,3450001001305
5488,スゴー運送株式会社,0495-72-7133,100,http://www.sugo-express.com/index2.html,,,6030001060290
5489,スタンデックスエレクトロニクスジャパン株式会社,055-208-1770,100,http://www.standex.co.jp/jp/,,,5012801008463
5490,ダイワ化成株式会社,048-832-3121,100,http://www.daiwadye.co.jp/,,,7030001005096
5491,タカネ電機株式会社,044-751-6101,100,http://www.takane-jp.com/,,,3020001069633
5492,ハル電子株式会社,0258-42-3121,100,http://www.hal-e.co.jp/index.html,,1559599904,9020001021365
5493,ファルマン運輸株式会社,049-259-4141,100,https://www.farman.co.jp/,,1200000000,3030001024950
5494,フェデラル・モーグルジャパン株式会社,045-479-0200,100,,,,6020001032695
5495,ヘレウス・エレクトロナイト株式会社,047-370-4181,100,https://www.heraeus.com/jp/hen/home_heraeus_electro_nite/home_electro_nite.aspx,,,5040001031969
5496,ミヤ通信工業株式会社,0554-62-4141,100,,,,1090001008173
5497,メディカル・ケア・リンク株式会社,04-2903-0755,100,http://medical-care-link.com/,,,5030001028306
5498,ユメックス株式会社,048-526-3341,100,http://www.yumex.gr.jp/,,,2030001088427
5499,ライラック・フーズ株式会社,0144-83-5333,100,http://lilacfoods.co.jp/,,,3430001054049
5500,ロジフレックス株式会社,0553-47-6400,100,http://www.logiflex.co.jp/topindex.html,,,7090001006262
5501,旭光通信システム株式会社,044-833-7281,100,http://www.kyokko-tsushin.co.jp/,,1384000000,2020001066078
5502,粟野興産株式会社,0289-75-4651,100,http://www.bc9.ne.jp/~awanoks/,,,8060001010183
5503,安住電機株式会社,0223-37-2791,100,https://www.azumi-denki.co.jp/,,811000000,4370801000620
5504,茨城県貨物自動車運送株式会社,029-297-1111,100,http://www.ibarakiken-kamotsu.co.jp,,1015390000,8050001000202
5505,栄光デザイン＆クリエーション株式会社,045-534-2730,100,https://www.eikoh-dc.com/,,,2020001019580
5506,猿田興業ビル株式会社,018-863-1550,100,,,2022000000,4410001001299
5507,下妻液化ガス株式会社,048-571-1261,100,http://www.simonz.net/,,,7030001086351
5508,加速器エンジニアリング株式会社,043-284-7861,100,https://www.aec-beam.co.jp/,,,8040001001390
5509,河内運輸株式会社,028-673-1530,100,http://www.kawachiunyu.jp/index.php,,,4060001000114
5510,会川鉄工株式会社,0246-32-3811,100,https://aikawatk.co.jp/index.html,,,5380001012167
5511,株式会社Ｇ・フレンドリー,0261-62-6455,100,https://www.gfriendly.co.jp/,,,9100001017248
5512,株式会社ＩＥＭ,044-221-7155,100,http://www.iem-ltd.jp/,,,2120001037952
5513,株式会社Ｍ’ｓＴ,043-421-5777,100,http://www.kimtec.jp,,7216622000,9040001011249
5514,株式会社ＳＯＩＮ,047-401-9971,100,https://attaka-home.com/,,,4040001042257
5515,株式会社ＳＴＮ,0297-87-2461,100,https://www.stngrp.com/shintone/index.html,,,4050001025616
5516,株式会社アイヴィ・サービス,011-272-8100,100,http://www.ivservice-sapporo.com/,,,1430001042278
5517,株式会社アイエムアイ,0274-62-0888,100,http://www.imijp.com/,,,3070001011623
5518,株式会社アイコットリョーワ,0572-27-6161,100,http://www.ic-ryowa.com/,,5000000000,5200001020435
5519,株式会社アイコム,058-398-4860,100,http://www.icombiz.net/index.html,,,7200001011738
5520,株式会社アストロハウム,"",100,,,,3200001013151
5521,株式会社ウィザップ,025-285-3311,100,https://www.sksp.co.jp,,,6110001002086
5522,株式会社エイコー,0476-35-1499,100,http://www.eiko-sky.com/,,,8040001045990
5523,株式会社エイコク,0577-72-3227,100,https://www.eikoku.info/,,,9200001025397
5524,株式会社エーティック,011-644-2845,100,http://www.a-tic.co.jp,,,2430001002181
5525,株式会社エスアンドエス,04-7143-5218,100,http://www.sands-21.com/,,,9040001069915
5526,株式会社エスビシネットワーク,04-7199-8611,100,http://www.sbcgroup.co.jp/page3.html,,,1040001069468
5527,株式会社エネコープ,011-776-3183,100,https://enecoop.sapporo.coop/,,,1430001027345
5528,株式会社オリエント,048-864-7201,100,http://www.kk-orient.co.jp,,,8030001001474
5529,株式会社オリス,025-283-5111,100,https://www.oris.co.jp,,,6110001000965
5530,株式会社カネヨシフーズ,011-380-6882,100,http://ky-foods.co.jp,,,9430001042964
5531,株式会社かめや,0266-79-6326,100,http://www.kameyagroup.com/,,,1100001019292
5532,株式会社カワイ,0584-66-2778,100,http://www.kawaico.jp,,1500000000,3200001013449
5533,株式会社カワデン,045-581-6590,100,http://www.y-kawaden.co.jp/,,1014240000,9020001017000
5534,株式会社クアドロジックス,03-5325-6451,100,http://www.quadlogics.co.jp,,,3040001097698
5535,株式会社クリエイティブオフィスキュー,"",100,http://www.office-cue.com/,,,6430001026359
5536,株式会社クリエィト,0294-52-6670,100,http://www.create21.com/,,3010000000,8050001023129
5537,株式会社クリハラ,0270-74-9231,100,http://kurihara1993.com,,,8070001014084
5538,株式会社ケイ・ジー・テー,027-310-7750,100,http://k-g-t.co.jp/index.html,,,3070001008958
5539,株式会社ケイテック,044-288-1821,100,http://www.k-teck.co.jp/,,,4020001095612
5540,株式会社ケイビ,0138-56-5668,100,http://kanesu.net/group_03.php,,,5440001000578
5541,株式会社コウン,0299-77-1717,100,https://www.koun-co.jp/,,1900000000,9050001021453
5542,株式会社コタニ工業,0166-54-1555,100,http://www.kotani-group.co.jp/,,,6450001001161
5543,株式会社コマレオ,0238-22-3117,100,http://www.komareo.com/,,,4390001009857
5544,株式会社サトウフーズ,0254-23-6607,100,http://www.satofoods.jp/index.html,,1480000000,7110001013487
5545,株式会社サン・ブリッジ,0479-61-3330,100,http://www.sb-tokyo.co.jp/index.html,,,6040001061395
5546,株式会社サンサス,0494-24-8481,100,http://www.sunsas.co.jp/,,,6030001090759
5547,株式会社シー・エフ・ワイ,04-7170-2068,100,https://creation.cfy.jp/,,,3040001070242
5548,株式会社シーズ・ラボ,011-233-3820,100,https://www.cslab.co.jp/,,2600000000,5430001008242
5549,株式会社シヨーモン,048-684-6839,100,http://www.shomon.co.jp/,,,8030001004320
5550,株式会社シンコー,0493-21-5117,100,,,,5030001071990
5551,株式会社スタームービング,0800-1111-555,100,https://www.starmoving.jp/,,,7020001087904
5552,株式会社スタッフコレクト,023-625-1145,100,http://www.staffcollect.co.jp/,,,7390001005218
5553,株式会社センビホールディングス,028-645-3911,100,http://www.senbi-beauty.com/,,,7060001002479
5554,株式会社タスクマスター,0553-33-8068,100,http://www.taskmaster.jp,,,1090002011250
5555,株式会社ティケィ,028-688-5505,100,http://tk-utsunomiya.com/,,357000000,2060001007615
5556,株式会社テレワークサービス,048-665-0011,100,http://www.telework-s.co.jp/,,,1030001005655
5557,株式会社トクデンプロセル,027-326-8025,100,http://www.prosell.co.jp/,,,3070001007828
5558,株式会社ナガイ,0265-24-7111,100,https://www.nagai.co.jp/index.html,,4385404180,5100001022615
5559,株式会社ニチリョー,048-989-1301,100,http://www.nichiryo.co.jp/index.html,,,2030001067281
5560,株式会社ニチワ工業,0266-72-6840,100,http://www.nichiwak.co.jp/index.html,,,1100001019193
5561,株式会社バーチビジョン,04-7198-5850,100,http://birch.co.jp/index.html,,,1040001125188
5562,株式会社フジミ,0555-23-8411,100,http://www.fujim.co.jp/,,3712000000,5090001010043
5563,株式会社フレッシュロースター珈琲問屋,044-270-1440,100,http://www.tonya.co.jp/shop/pages/shoplist.aspx,,1568800000,6020001039195
5564,株式会社プログレスフォーム,0297-38-5001,100,,,,4050001030698
5565,株式会社ほくしん,047-704-8164,100,https://osouji-h.com/,,,4040001030303
5566,株式会社まるおか,048-549-0771,100,http://maruoka-net.com/,,,7030001062294清算結了
5567,株式会社マルコ物流,0243-22-9999,100,http://www.maruya-gr.co.jp/maruko/summary.html,,,3380001009495
5568,株式会社マルサ,028-653-6888,100,https://marusa-f.com/,,5000000000,6060001004212
5569,株式会社ミツギロジスティクス,049-246-5216,100,http://mlc-lcs.jp/,,,1030001055650
5570,株式会社メリ・テック,048-826-6602,100,http://meri-tech.co.jp/index.html,,,8013301027744
5571,株式会社メルテック,04-7178-8800,100,https://e-meltec.jp/,,,8040001067548
5572,株式会社モツズ,0258-21-1160,100,http://mozz.co.jp/,,3700000000,6110001023578
5573,株式会社ヤシマ,058-382-1151,100,http://www.yashima-mfg.co.jp/index.html,,,5200001007597
5574,株式会社やつや,047-408-0828,100,http://www.828.co.jp/,,650000000,4040001018942
5575,株式会社ヤマキ食品,025-239-2057,100,https://www.kk-yamaki.com/,,35500000000,7110001005609
5576,株式会社ヤマ食,058-279-3311,100,http://www.yamashoku.com/profile/,,,9200001008088
5577,株式会社ヨシケイ山形,023-687-0901,100,http://yoshikei-dvlp.co.jp/yam/,,1300000000,3390001002301
5578,株式会社リスペクト,022-397-8033,100,https://www.respect-pal.jp/,,4400000000,9370001015150
5579,株式会社リハビリサポートまこと,0154-44-7733,100,http://www.makoto946.com/,,,1460001003913
5580,株式会社レオスタイルジャパン,028-666-8043,100,https://www.leostylejapan.net/,,,1060001029420
5581,株式会社ローザ,048-268-1876,100,http://www.rosa.co.jp/,,,9030001077902
5582,株式会社わらわら,049-261-9558,100,https://www.waterwater.co.jp/,,,1030001056252
5583,株式会社茨城製作所,0294-21-5135,100,http://www.ibasei.jp/,,,2050001022912
5584,株式会社羽生田製作所,0256-57-2281,100,http://www.hanyuda-ss.co.jp/,,5732000000,6110001015393
5585,株式会社永沢製作所,0277-76-7131,100,http://www.nagasawa-kry.jp/,,,2070001016367
5586,株式会社横浜メディアアド,045-450-1815,100,http://soag.co.jp/,,,3020001023565
5587,株式会社加賀,022-235-3911,100,http://kaga-sendai.co.jp/,,,6370001002804
5588,株式会社会議録センター,048-549-0822,100,http://www.kaigiroku-center.co.jp/index.html,,2500000000,8030001062153
5589,株式会社樫山商店,0267-66-1755,100,,,,7100001007795
5590,株式会社丸辰,0572-55-7711,100,http://marutatsu.co.jp/,,,4200001021566
5591,株式会社吉城光科学,0248-75-1890,100,http://www.kishiro.co.jp/index.html,,10500000000,8380001011182
5592,株式会社吉田測量設計,019-635-1740,100,http://www.ysdag.co.jp/,,2440000000,1400001001708
5593,株式会社橘田生産工業所,0463-31-3430,100,http://www.kitsuda.co.jp/,,,6021001036380
5594,株式会社京葉ＫＳテック,047-425-1101,100,http://keiyo-ks.jp/,,1029000000,8040001019219
5595,株式会社橋本電業社,043-259-8411,100,http://hec.co.jp/,,,7040001006168
5596,株式会社近藤プロダクション,022-266-1394,100,http://www.kondopro.com/,,,6370001014642
5597,株式会社原田精工,0266-23-5188,100,http://www.haradaseiko.co.jp/index.html,,,1100001019706
5598,株式会社原田製麺,0266-72-2442,100,http://www.haradaseimen.co.jp/,,,7100001019477
5599,株式会社後藤田商店,044-366-1414,100,http://www.gotoda.co.jp/,,,8020001072797
5600,株式会社向洋,0293-46-4711,100,http://www.kohyoline.co.jp/index.html,,,4050001024163
5601,株式会社高木運輸,045-576-3750,100,http://www.takagi-unyu.co.jp/,,,3020001017897
5602,株式会社佐々木組,022-223-3171,100,http://www.sasaki-gumi.co.jp/,,,6370001008231
5603,株式会社佐合木材,0574-26-3111,100,http://www.sago-g.co.jp/index.html,,,3200001017136
5604,株式会社才武給食,0495-21-2036,100,http://www.saitake.co.jp/,,4000000000,5030001060250
5605,株式会社斎藤鉄筋工業,0283-23-9313,100,https://saito-tekkin.jp/,,,9060001020388
5606,株式会社坂本建運,055-253-1000,100,http://www.sakamoto-ct.co.jp/,,,4090001000895
5607,株式会社阪栄,0467-71-6088,100,http://www.hanei-co.jp/,,,7021001028708
5608,株式会社榊原,047-478-2222,100,http://sakakibara.jp/index.html,,,8040001017379
5609,株式会社三陽物産,045-251-8642,100,http://3yo.co.jp/,,,2020001026718
5610,株式会社三立,026-221-2083,100,https://sanritsu-ltd.co.jp/,,,1100001001192
5611,株式会社山形環境エンジニアリング,0237-86-4380,100,http://www.yama-kan.com/,,,4390001011953
5612,株式会社小川ミート,058-328-4341,100,http://www.ogawa-meat.com/index.html,,860000000,9200001013344
5613,株式会社小林三之助商店,058-271-0456,100,http://www.sannosuke.co.jp/,,,7200001002043
5614,株式会社松伸,048-997-3291,100,http://www.matsushin.co.jp/,,,9030001036346
5615,株式会社新鋭産業,045-784-7881,100,https://www.shinei-net.co.jp/,,1000000000,8020001029979
5616,株式会社新潟テレビ二十一,025-223-0021,100,http://www.uxtv.jp/,,,2110001004276
5617,株式会社新庄砕石工業所,0233-23-5077,100,http://www.shinjo-saiseki.com/index.php,,,4390001008883
5618,株式会社西武建設運輸,0138-47-2738,100,http://www.seibukensetsu.com/,,,9440001001036
5619,株式会社石橋梱包運輸,0479-78-1414,100,http://www.ishi-kon.co.jp/,,,7040001061337
5620,株式会社千代田エレクトロニクス,03-6907-1440,100,http://www.chiyoda-electronics.co.jp,,,7030001021110
5621,株式会社総商セレクト,046-264-7311,100,http://www.miyauchikousan-g.co.jp/corpo/data.html,,,1021001025454
5622,株式会社大谷商会,025-274-7111,100,http://www.otani-shokai.com/index.html,,,1110001000879
5623,株式会社竹りん,0475-24-5522,100,http://www.chikurin.gr.jp/,,,2040001059567
5624,株式会社東亜運輸倉庫,0172-88-6345,100,,,700000000,9420001004528
5625,株式会社東特鋼,044-333-2367,100,http://toutokukou.co.jp/,,,8020001073911
5626,株式会社東洋車輌,048-640-7088,100,https://www.t-sharyou.co.jp/corporateprofile/,,12000000000,8030001094361
5627,株式会社那須ニコン,0287-80-1122,100,,,2500000000,8060001008112
5628,株式会社白新商会,025-275-8940,100,http://www.hakushin-s.co.jp/index.html,,,9110001004583
5629,株式会社芙蓉実業,0436-23-1411,100,,,7600000000,8040001054513
5630,株式会社平野新聞舗,0234-21-2120,100,http://www.hiranoshinbunho.com/,,2544000000,1390001007046
5631,株式会社平和住宅情報センター,022-234-6011,100,https://www.heiwajuutaku.com/,,,9370001001150
5632,株式会社北新流通,043-250-1062,100,http://hokushin-exp.com/,,930000000,5040001011995
5633,株式会社林間,046-274-5622,100,http://www.rinkan-group.co.jp/index.html,,2798000000,2021001026138
5634,関東工業株式会社,03-5725-3631,100,http://kantou-ind.co.jp/,,,1070001013191
5635,丸本本間水産株式会社,011-756-3011,100,http://www.honma-suisan.co.jp/index.html,,,9430001023659
5636,吉城電子工業株式会社,0577-72-3921,100,http://www.ydkcom.co.jp/index.html,,,5200001025426
5637,久留米電子工業株式会社,"",100,http://www.kurumedenshi.co.jp/,,,4380001005015
5638,久和倉庫株式会社,028-656-9090,100,http://www.kyuwa.com/aboutus/kyuwa-soko/,,,8060001009572
5639,共栄工業株式会社,0266-23-2266,100,http://www.kyoei-k.co.jp/,,,1100001019441
5640,共栄食鳥株式会社,0178-28-9751,100,,,,8420001005766
5641,群馬自動車燃料販売株式会社,027-322-4313,100,http://www.gunjinen.co.jp/business.html,,,9070001006675
5642,群馬商事株式会社,0279-22-4033,100,http://www.gunsyou.co.jp/index.php,,,6070001017601
5643,古河Ｃ＆Ｂ株式会社,0463-24-8585,100,https://www.furukawa-fcb.co.jp/index.htm,,,7021001029805
5644,佐々木興業株式会社,0294-21-6424,100,http://www.sasakikougyou.co.jp/,,,1050001023176
5645,佐藤産業株式会社,0463-82-4704,100,https://whitepuma1.sakura.ne.jp/wp/,,,8021001022536
5646,佐藤木材工業株式会社,0158-25-2031,100,http://www.satohmokuzai.com/,,,7450001009410
5647,三印三浦水産株式会社,0138-51-6322,100,http://www.sanjirushi.co.jp/,,2300000000,7440001000808
5648,三英電子株式会社,0584-27-7516,100,http://www.san-ei-denshi.co.jp,,,7200001014591
5649,三恵商事株式会社,022-364-2171,100,http://sankeishouji.jp/,,1385000000,7370601000272
5650,三蔵商事株式会社,046-252-0588,100,http://www.yunoizumi.com/,,,6021001026324
5651,三和相業株式会社,045-504-6201,100,https://www.sanwasogyo.com/,,,4020001017509
5652,三和油脂株式会社,023-653-3021,100,http://www.sanwa-yushi.co.jp/,,2089514000,9390001004366
5653,山一食品株式会社,0138-43-1211,100,http://www.sakiika.co.jp/index.html,,,7440001002473
5654,山形クラッチ株式会社,0235-57-2881,100,http://www.y-clutch.co.jp/,,3849700000,5390001007967
5655,山和建設株式会社,0238-62-3623,100,http://www.yamawa-kensetsu.com/,,,4390001011359
5656,司冠栄製作所株式会社,0479-77-1881,100,http://www.tsukasa-kan-ei.net/index.html,,1700000000,6040001073226
5657,柴山建設工業株式会社,049-227-7811,100,https://www.shibayama.info/,,,2030002080390
5658,秋田フアイブワン工業株式会社,018-862-5141,100,http://a-fiveone.co.jp/,,800000000,9410001000494
5659,松本米穀精麦株式会社,048-523-1201,100,http://www.naozane.co.jp/,,,6030001085239
5660,植木プラスチック株式会社,0276-31-3116,100,http://www.uepura.com,,2023611000,3070001018742
5661,食彩工房株式会社,045-959-4931,100,http://shokusaikoubou.co.jp/index.html,,,5020001050582
5662,新光電子株式会社,0465-45-1212,100,http://www.shinkoh-elecs.jp/,,3600000000,7021001033451
5663,新和工業株式会社,045-581-2711,100,http://www.shinwa-skk.co.jp/index.html,,1380000000,1010001008610
5664,世新建設運輸株式会社,045-800-3501,100,http://www.seishin-tr.co.jp,,,5020001000760
5665,青翔運輸株式会社,0480-38-1128,100,http://seisho-group.jp/,,,8030001051890
5666,仙台観光株式会社,022-223-1211,100,,,,3370001010933
5667,仙波包装株式会社,0285-82-5633,100,http://www.senbahoso.co.jp/,,,5060001009352
5668,千葉セラミック工業株式会社,043-243-7321,100,http://www.chiba-cera.com/,,5200020000,5040001004768
5669,足利市清掃事業株式会社,0284-71-0782,100,http://www.ashisei.co.jp/,,,9060001018242
5670,多摩川パーツマニュファクチャリング株式会社,0265-48-6488,100,http://www.tpm-tamagawa.com/tpm/ja/,,907310000,5100001026905
5671,泰清倉庫株式会社,048-447-6851,100,http://www.taisei-souko.co.jp/,,,8030001020433
5672,大安興業株式会社,0466-22-4134,100,http://www.a-bowl.jp/index.html,,,7021001000377
5673,大栄食品株式会社,058-388-2366,100,http://www.daiei-foods.co.jp/,,,9200001011166
